Entry	Reviewed	Gene Names	Organism (ID)	EC number	Gene Ontology (GO)
C4ZYM4	reviewed	rplS BWG_2365	595496		cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C4ZYM5	reviewed	trmD BWG_2366	595496	2.1.1.228	cytosol [GO:0005829]; tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]; tRNA N1-guanine methylation [GO:0002939]
C4ZYM6	reviewed	rimM BWG_2367	595496		cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]
C4ZYM7	reviewed	rpsP BWG_2368	595496		cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C4ZYN1	reviewed	grpE BWG_2372	595496		cytoplasm [GO:0005737]; adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; protein folding [GO:0006457]
C4ZYN7	reviewed	smpB BWG_2378	595496		cytosol [GO:0005829]; RNA binding [GO:0003723]; trans-translation [GO:0070929]
C4ZYR1	reviewed	glaH BWG_2402	595496	1.14.11.64	ferrous iron binding [GO:0008198]; glutarate dioxygenase activity [GO:0106343]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated [GO:0050498]; L-lysine catabolic process [GO:0019477]
C4ZYT7	reviewed	luxS BWG_2428	595496	4.4.1.21	iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768]; quorum sensing [GO:0009372]
C4ZYT8	reviewed	gshA BWG_2429	595496	6.3.2.2	ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; glutathione biosynthetic process [GO:0006750]
C4ZYU1	reviewed	csrA BWG_2432	595496		cytosol [GO:0005829]; mRNA 5'-UTR binding [GO:0048027]; mRNA catabolic process [GO:0006402]; negative regulation of translational initiation [GO:0045947]; positive regulation of translational initiation [GO:0045948]; regulation of carbohydrate metabolic process [GO:0006109]
C4ZYU3	reviewed	recX BWG_2434	595496		cytoplasm [GO:0005737]; regulation of DNA repair [GO:0006282]
C4ZYV4	reviewed	norR BWG_2445	595496		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay signal transduction system [GO:0000160]
C4ZYV6	reviewed	norW flrR BWG_2447	595496	1.18.1.-	cytoplasm [GO:0005737]; oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor [GO:0016731]
C4ZYW2	reviewed	yidE BWG_3375	595496		plasma membrane [GO:0005886]; monoatomic cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]
C4ZYW3	reviewed	ibpB BWG_3376	595496		cytoplasm [GO:0005737]; protein stabilization [GO:0050821]
C4ZYW4	reviewed	ibpA BWG_3377	595496		cytoplasm [GO:0005737]; protein stabilization [GO:0050821]
C4ZYX7	reviewed	recF BWG_3390	595496		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]
C4ZYX9	reviewed	dnaA BWG_3392	595496		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA replication origin binding [GO:0003688]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]
C4ZYY0	reviewed	rpmH BWG_3393	595496		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C4ZYY1	reviewed	rnpA BWG_3394	595496	3.1.26.5	ribonuclease P complex [GO:0030677]; 3'-tRNA processing endoribonuclease activity [GO:0042781]; ribonuclease P activity [GO:0004526]; tRNA binding [GO:0000049]; tRNA 5'-leader removal [GO:0001682]
C4ZYY6	reviewed	tnaA BWG_3399	595496	4.1.99.1	tryptophanase activity [GO:0009034]
C4ZYY8	reviewed	mdtL BWG_3401	595496		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to antibiotic [GO:0046677]
C4ZYY9	reviewed	yidZ BWG_3402	595496		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
C4ZZ09	reviewed	atpC BWG_3422	595496		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
C4ZZ11	reviewed	atpG BWG_3424	595496		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]
C4ZZ13	reviewed	atpH BWG_3426	595496		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
C4ZZ16	reviewed	atpB BWG_3429	595496		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]
C4ZZ18	reviewed	rsmG BWG_3431	595496	2.1.1.170	cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]
C4ZZ19	reviewed	mnmG gidA BWG_3432	595496		cytosol [GO:0005829]; flavin adenine dinucleotide binding [GO:0050660]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]
C4ZZ22	reviewed	asnA BWG_3435	595496	6.3.1.1	cytoplasm [GO:0005737]; aspartate-ammonia ligase activity [GO:0004071]; ATP binding [GO:0005524]; L-asparagine biosynthetic process [GO:0070981]
C4ZZ24	reviewed	ravA BWG_3437	595496	3.6.3.-	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
C4ZZ25	reviewed	kup BWG_3438	595496		plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]; symporter activity [GO:0015293]
C4ZZ35	reviewed	hdfR BWG_3450	595496		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]
C4ZZ47	reviewed	gppA BWG_3462	595496	3.6.1.40	guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity [GO:0008894]; guanosine pentaphosphate catabolic process [GO:0015974]; guanosine tetraphosphate biosynthetic process [GO:0015970]
C4ZZ61	reviewed	wzyE BWG_3476	595496		plasma membrane [GO:0005886]; enterobacterial common antigen biosynthetic process [GO:0009246]
C4ZZ62	reviewed	wecG rffM BWG_3477	595496	2.4.1.180	lipopolysaccharide N-acetylmannosaminouronosyltransferase activity [GO:0047241]; enterobacterial common antigen biosynthetic process [GO:0009246]
C4ZZ71	reviewed	cyaY BWG_3486	595496		cytosol [GO:0005829]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; iron-sulfur cluster assembly [GO:0016226]
C4ZZA1	reviewed	astB BWG_1558	595496	3.5.3.23	N-succinylarginine dihydrolase activity [GO:0009015]; arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to succinate [GO:0019545]
C4ZZA3	reviewed	astA BWG_1560	595496	2.3.1.109	arginine N-succinyltransferase activity [GO:0008791]; arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to succinate [GO:0019545]
C4ZZD4	reviewed	msrB BWG_1591	595496	1.8.4.12	peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; zinc ion binding [GO:0008270]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]
C4ZZG9	reviewed	nudL BWG_1626	595496	3.6.1.-	coenzyme A diphosphatase activity [GO:0010945]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; nucleoside diphosphate metabolic process [GO:0009132]
C4ZZH7	reviewed	mntP yebN BWG_1634	595496		plasma membrane [GO:0005886]; manganese ion transmembrane transporter activity [GO:0005384]
C4ZZI2	reviewed	mgrB BWG_1639	595496		plasma membrane [GO:0005886]; negative regulation of phosphorelay signal transduction system [GO:0070298]
C4ZZI6	reviewed	htpX BWG_1643	595496	3.4.24.-	plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
C4ZZI8	reviewed	proQ BWG_1645	595496		cytoplasm [GO:0005737]; RNA strand annealing activity [GO:0033592]; RNA strand-exchange activity [GO:0034057]; post-transcriptional regulation of gene expression [GO:0010608]
C4ZZJ2	reviewed	rsmF BWG_1649	595496	2.1.1.178	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; rRNA (cytosine) methyltransferase activity [GO:0016434]
C4ZZN7	reviewed	mutS BWG_2469	595496		ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]
C4ZZQ1	reviewed	ispD BWG_2483	595496	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]
C4ZZQ2	reviewed	ftsB BWG_2484	595496		cell division site [GO:0032153]; plasma membrane [GO:0005886]; FtsZ-dependent cytokinesis [GO:0043093]
C4ZZQ6	reviewed	cysD BWG_2488	595496	2.7.7.4	ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]
C4ZZY0	reviewed	lgt BWG_2563	595496	2.5.1.145	plasma membrane [GO:0005886]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]
C4ZZY2	reviewed	rppH nudH BWG_2565	595496	3.6.1.-	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; mRNA 5'-diphosphatase activity [GO:0034353]; mRNA catabolic process [GO:0006402]
C4ZZY4	reviewed	mutH BWG_2567	595496		cytoplasm [GO:0005737]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; DNA modification [GO:0006304]; mismatch repair [GO:0006298]
C4ZZY8	reviewed	lplT BWG_2571	595496		plasma membrane [GO:0005886]; lysophospholipid:sodium symporter activity [GO:0051978]
C5A021	reviewed	pepQ BWG_3523	595496	3.4.13.9	metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235]; phosphoric triester hydrolase activity [GO:0016795]; proline dipeptidase activity [GO:0102009]; proteolysis [GO:0006508]
C5A033	reviewed	engB BWG_3535	595496		cytosol [GO:0005829]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; division septum assembly [GO:0000917]
C5A034	reviewed	yihI BWG_3536	595496		GTPase activator activity [GO:0005096]; ribosome biogenesis [GO:0042254]
C5A063	reviewed	fdhD BWG_3565	595496		cytoplasm [GO:0005737]; sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
C5A073	reviewed	rhaS BWG_3575	595496		cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; positive regulation of DNA-templated transcription [GO:0045893]; rhamnose metabolic process [GO:0019299]
C5A074	reviewed	rhaR BWG_3576	595496		cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; positive regulation of DNA-templated transcription [GO:0045893]; rhamnose metabolic process [GO:0019299]
C5A075	reviewed	rhaT BWG_3577	595496		plasma membrane [GO:0005886]; rhamnose transmembrane transporter activity [GO:0015153]; symporter activity [GO:0015293]
C5A077	reviewed	kdgT BWG_3579	595496		plasma membrane [GO:0005886]; 2-keto-3-deoxygluconate:proton symporter activity [GO:0015649]
C5A085	reviewed	cdh BWG_3587	595496	3.6.1.26	plasma membrane [GO:0005886]; CDP-diacylglycerol diphosphatase activity [GO:0008715]; CDP-diacylglycerol catabolic process [GO:0046342]; phospholipid biosynthetic process [GO:0008654]
C5A095	reviewed	zapB BWG_3597	595496		cytoplasm [GO:0005737]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]
C5A096	reviewed	rraA BWG_3598	595496		cytosol [GO:0005829]; endoribonuclease inhibitor activity [GO:0060698]; enzyme binding [GO:0019899]; negative regulation of RNA catabolic process [GO:1902369]
C5A0A3	reviewed	rpmE BWG_3605	595496		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C5A0A5	reviewed	metJ BWG_3607	595496		cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; methionine biosynthetic process [GO:0009086]; negative regulation of DNA-templated transcription [GO:0045892]
C5A0C2	reviewed	ppc BWG_3624	595496	4.1.1.31	magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]
C5A0G3	reviewed	prfB BWG_2616	595496		cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]
C5A0H0	reviewed	ygfZ BWG_2623	595496		cytoplasm [GO:0005737]; folic acid binding [GO:0005542]; RNA modification [GO:0009451]; tRNA processing [GO:0008033]
C5A0H2	reviewed	yqfB BWG_2625	595496	3.5.1.135	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813]; N4-acetylcytidine amidohydrolase activity [GO:0106251]
C5A0H5	reviewed	gcvP BWG_2628	595496	1.4.4.2	glycine dehydrogenase (decarboxylating) activity [GO:0004375]; glycine decarboxylation via glycine cleavage system [GO:0019464]
C5A0H6	reviewed	gcvH BWG_2629	595496		cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine decarboxylation via glycine cleavage system [GO:0019464]
C5A0H7	reviewed	gcvT BWG_2630	595496	2.1.2.10	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; aminomethyltransferase activity [GO:0004047]; transaminase activity [GO:0008483]; glycine decarboxylation via glycine cleavage system [GO:0019464]
C5A0I2	reviewed	zapA BWG_2635	595496		cell division site [GO:0032153]; cell septum [GO:0030428]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; septin ring assembly [GO:0000921]
C5A0I6	reviewed	argP iciA BWG_2639	595496		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
C5A0K6	reviewed	speB BWG_2659	595496	3.5.3.11	agmatinase activity [GO:0008783]; manganese ion binding [GO:0030145]; putrescine biosynthetic process from arginine [GO:0033388]; spermidine biosynthetic process [GO:0008295]
C5A0L3	reviewed	sprT BWG_2666	595496		cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]; response to stress [GO:0006950]
C5A0L8	reviewed	yqgF BWG_2671	595496	3.1.-.-	cytosol [GO:0005829]; nuclease activity [GO:0004518]; rRNA 5'-end processing [GO:0000967]
C5A0N1	reviewed	yggX BWG_2684	595496		iron ion binding [GO:0005506]
C5A0Q9	reviewed	argH BWG_3628	595496	4.3.2.1	cytoplasm [GO:0005737]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]
C5A0R1	reviewed	sthA udhA BWG_3630	595496	1.6.1.1	cytoplasm [GO:0005737]; NAD(P)+ transhydrogenase (Si-specific) activity [GO:0003957]; NADP metabolic process [GO:0006739]
C5A0R2	reviewed	fabR BWG_3631	595496		cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]
C5A0R6	reviewed	murI BWG_3635	595496	5.1.1.3	glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
C5A0R9	reviewed	coaA BWG_3638	595496	2.7.1.33	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]
C5A0S3	reviewed	rplK BWG_3642	595496		large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C5A0S4	reviewed	rplA BWG_3643	595496		cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; translation [GO:0006412]
C5A0S5	reviewed	rplJ BWG_3644	595496		cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C5A0S6	reviewed	rplL BWG_3645	595496		cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
C5A0T6	reviewed	rsd BWG_3655	595496		cytoplasm [GO:0005737]; regulation of DNA-templated transcription [GO:0006355]
C5A0V8	reviewed	pepE BWG_3677	595496	3.4.13.21	cytoplasm [GO:0005737]; dipeptidase activity [GO:0016805]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]
C5A0W8	reviewed	psiE BWG_3687	595496		plasma membrane [GO:0005886]; cellular response to phosphate starvation [GO:0016036]
C5A132	reviewed	ubiC BWG_3752	595496	4.1.3.40	cytoplasm [GO:0005737]; chorismate lyase activity [GO:0008813]; pyruvate biosynthetic process [GO:0042866]; ubiquinone biosynthetic process [GO:0006744]
C5A134	reviewed	plsB BWG_3754	595496	2.3.1.15	plasma membrane [GO:0005886]; glycerol-3-phosphate O-acyltransferase activity [GO:0004366]; sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity [GO:0102420]; CDP-diacylglycerol biosynthetic process [GO:0016024]
C5A160	reviewed	actP BWG_3781	595496		plasma membrane [GO:0005886]; acetate transmembrane transporter activity [GO:0015123]; glycolate transmembrane transporter activity [GO:0043879]; symporter activity [GO:0015293]; plasma membrane acetate transport [GO:0006847]; sodium ion transport [GO:0006814]
C5A1C9	reviewed	cutA BWG_3850	595496		cytoplasm [GO:0005737]; copper ion binding [GO:0005507]; response to metal ion [GO:0010038]
C5A1D4	reviewed	groES groS BWG_3855	595496		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]
C5A1D9	reviewed	efp BWG_3860	595496		cytosol [GO:0005829]; translation elongation factor activity [GO:0003746]; peptide biosynthetic process [GO:0043043]
C5A1E5	reviewed	frdD BWG_3866	595496		plasma membrane fumarate reductase complex [GO:0045284]; succinate dehydrogenase activity [GO:0000104]; fumarate metabolic process [GO:0006106]
C5A1E6	reviewed	frdC BWG_3867	595496		plasma membrane fumarate reductase complex [GO:0045284]; succinate dehydrogenase activity [GO:0000104]
